"";"id";"team_h";"team_a";"result";"match_day";"scored_goals_team_h";"conceded_goals_team_h";"win_team_h";"draw_team_h";"loss_team_h";"win_rate_team_h";"win_rate_last_5_team_h";"win_rate_h_team_h";"win_rate_h_last_5_team_h";"draw_rate_team_h";"draw_rate_last_5_team_h";"draw_rate_h_team_h";"draw_rate_h_last_5_team_h";"loss_rate_team_h";"loss_rate_last_5_team_h";"loss_rate_h_team_h";"loss_rate_h_last_5_team_h";"avg_scored_goals_team_h";"avg_scored_goals_last_5_team_h";"avg_scored_goals_h_team_h";"avg_scored_goals_h_last_5_team_h";"avg_conceded_goals_team_h";"avg_conceded_goals_last_5_team_h";"avg_conceded_goals_h_team_h";"avg_conceded_goals_h_last_5_team_h";"scored_goals_team_a";"conceded_goals_team_a";"win_team_a";"draw_team_a";"loss_team_a";"win_rate_team_a";"win_rate_last_5_team_a";"win_rate_a_team_a";"win_rate_a_last_5_team_a";"draw_rate_team_a";"draw_rate_last_5_team_a";"draw_rate_a_team_a";"draw_rate_a_last_5_team_a";"loss_rate_team_a";"loss_rate_last_5_team_a";"loss_rate_a_team_a";"loss_rate_a_last_5_team_a";"avg_scored_goals_team_a";"avg_scored_goals_last_5_team_a";"avg_scored_goals_a_team_a";"avg_scored_goals_a_last_5_team_a";"avg_conceded_goals_team_a";"avg_conceded_goals_last_5_team_a";"avg_conceded_goals_a_team_a";"avg_conceded_goals_a_last_5_team_a";"max_value_player_h";"max_value_position_g_player_h";"max_value_position_d_player_h";"max_value_position_m_player_h";"max_value_position_f_player_h";"avg_goals_per_hour_5_player_h";"avg_goals_per_hour_10_player_h";"avg_assists_per_hour_5_player_h";"avg_assists_per_hour_10_player_h";"avg_goals_conceded_per_hour_5_player_h";"avg_goals_conceded_per_hour_10_player_h";"most_valuable_player_playing_player_h";"most_valuable_g_player_playing_player_h";"most_valuable_f_player_playing_player_h";"most_valuable_m_player_playing_player_h";"best_goal_scorer_playing_player_h";"best_m_goal_scorer_playing_player_h";"best_f_goal_scorer_playing_player_h";"best_assists_player_playing_player_h";"best_assists_d_player_playing_player_h";"best_assists_m_player_playing_player_h";"best_assists_f_player_playing_player_h";"max_value_player_a";"max_value_position_g_player_a";"max_value_position_d_player_a";"max_value_position_m_player_a";"max_value_position_f_player_a";"avg_goals_per_hour_5_player_a";"avg_goals_per_hour_10_player_a";"avg_assists_per_hour_5_player_a";"avg_assists_per_hour_10_player_a";"avg_goals_conceded_per_hour_5_player_a";"avg_goals_conceded_per_hour_10_player_a";"most_valuable_player_playing_player_a";"most_valuable_g_player_playing_player_a";"most_valuable_f_player_playing_player_a";"most_valuable_m_player_playing_player_a";"best_goal_scorer_playing_player_a";"best_m_goal_scorer_playing_player_a";"best_f_goal_scorer_playing_player_a";"best_assists_player_playing_player_a";"best_assists_d_player_playing_player_a";"best_assists_m_player_playing_player_a";"best_assists_f_player_playing_player_a";"season"
"216";230;3;2;"X";2021-02-13;1;1;0;1;0;0,217391304347826;0,6;0,0909090909090909;0,5;0,434782608695652;0,4;0,545454545454545;0,5;0,347826086956522;0;0,363636363636364;0;1,08695652173913;0,8;1;0,5;1,30434782608696;0,2;1,36363636363636;0;1;0;1;0;0;0,523809523809524;0,6;0,545454545454545;0,5;0,0952380952380952;0;0,0909090909090909;0;0,380952380952381;0,4;0,363636363636364;0,5;1,71428571428571;1,4;1,54545454545455;1,5;1,14285714285714;1,2;0,909090909090909;1,5;62;45;48;62;61;0,0312271062271062;0,113286105280487;0,0465787992665614;0,0398222422785355;0,132387070911661;0,555604694511892;1;1;1;1;1;1;1;1;0;1;1;78;52;54;78;63;0,058974358974359;0,0526408064869603;0,0449704142011834;0,0680692526846373;0,737182377641488;0,699286934432027;1;1;1;1;1;1;1;1;1;1;1;"2020/2021"
"217";236;16;20;"2";2021-02-14;2;3;0;0;1;0,363636363636364;0;0,454545454545455;0;0,227272727272727;0;0,0909090909090909;0;0,409090909090909;1;0,454545454545455;1;1,31818181818182;0,6;1,36363636363636;0,5;1,68181818181818;3,6;1,18181818181818;2;0;0;0;1;0;0,304347826086957;0,2;0,272727272727273;0;0,260869565217391;0,4;0,181818181818182;0,5;0,434782608695652;0,4;0,545454545454545;0,5;1;0,8;0,818181818181818;0;1,34782608695652;1;1,54545454545455;0,5;84;46;50;64;84;0,0666666666666667;0,0322977582846004;0,0361111111111111;0,0234567901234568;2,25908905895036;1,55025460876963;1;1;1;1;1;1;1;1;0;1;1;70;53;54;60;70;0,036105675146771;0,0430310937160252;0,0214285714285714;0,0367724867724868;0,508065463126242;0,748698013692794;0;1;0;1;1;1;0;1;1;1;1;"2020/2021"
"218";237;18;13;"X";2021-02-14;0;2;0;0;1;0,0869565217391304;0;0,0909090909090909;0;0,260869565217391;0,2;0,272727272727273;0,5;0,652173913043478;0,8;0,636363636363636;0,5;0,782608695652174;0,8;0,636363636363636;1;2,34782608695652;2,6;2,81818181818182;3,5;3;3;0;1;0;0,565217391304348;0,4;0,727272727272727;0,5;0,260869565217391;0,4;0,272727272727273;0,5;0,173913043478261;0,2;0;0;2,1304347826087;3;2,18181818181818;1;1,30434782608696;1,2;1,09090909090909;0,5;60;45;48;56;60;0,0644125534536494;0,0460048825889226;0,0721156124141199;0,102696733751544;1,40268573664548;1,51760685508011;1;1;1;1;1;1;0;1;0;1;0;115;53;55;115;79;0,113081269013472;0,123384772281107;0,128465884398088;0,141542669508771;2,92553915201526;1,89300939505847;1;1;0;1;1;1;1;1;1;1;0;"2020/2021"
"219";229;1;10;"1";2021-02-14;0;1;0;0;1;0,391304347826087;0,4;0,363636363636364;0,5;0,173913043478261;0,2;0,272727272727273;0,5;0,434782608695652;0,4;0,363636363636364;0;1,17391304347826;1,4;1,09090909090909;1,5;1;0,8;1;0;2;0;1;0;0;0,454545454545455;0,6;0,545454545454545;1;0,0909090909090909;0;0;0;0,454545454545455;0,4;0,454545454545455;0;1,72727272727273;1,6;2;2,5;1,72727272727273;1;2;1;113;42;51;113;84;0,0997252747252747;0,108939680878456;0,0830928330928331;0,0870700354983981;0,521997334145964;0,474584853279313;1;0;1;1;1;1;1;1;1;1;1;67;47;48;54;67;0,0888888888888889;0,0996436955063716;0,0793248945147679;0,0762121548597232;0,634381333950337;0,978236261530153;1;1;1;0;1;1;1;1;1;1;1;"2020/2021"
"220";233;7;8;"2";2021-02-14;3;3;0;1;0;0,523809523809524;0,4;0,4;0;0,19047619047619;0,4;0,2;0,5;0,285714285714286;0,2;0,4;0,5;1,61904761904762;1,6;1,6;0,5;1,33333333333333;1,6;1,5;1,5;0;0;0;1;0;0,0909090909090909;0;0,1;0;0,409090909090909;0,6;0,5;1;0,5;0,4;0,4;0;0,772727272727273;0,6;1;1;1,40909090909091;1,2;1,4;1;78;45;61;77;78;0,0800865008924918;0,0623150758430713;0,0538690476190476;0,0795046223617652;0,973679182503302;0,950202782424464;1;0;1;1;1;1;1;1;1;1;1;59;45;45;59;55;0,0596914822266935;0,0435260802286486;0,0595238095238095;0,0669096029344477;0,607487593005921;0,584786566620901;1;1;1;1;1;1;1;1;1;1;1;"2020/2021"
"221";238;19;15;"1";2021-02-15;0;0;0;1;0;0,478260869565217;0,6;0,454545454545455;0,5;0,260869565217391;0,2;0,272727272727273;0;0,260869565217391;0,2;0,272727272727273;0,5;1,47826086956522;1,8;1,45454545454545;1,5;1,21739130434783;1,4;1,27272727272727;2;1;2;0;0;1;0,130434782608696;0,4;0,0909090909090909;0,5;0,0869565217391304;0;0,0909090909090909;0;0,782608695652174;0,6;0,818181818181818;0,5;0,652173913043478;1,2;0,545454545454545;1;1,60869565217391;1,6;1,72727272727273;1;67;51;57;61;67;0,104761904761905;0,100502008032129;0,0691147022307662;0,0727397369563656;1,61185848461951;1,19720333300241;1;1;1;0;1;1;1;1;1;0;1;56;46;47;56;56;0,0994613229907348;0,108322125376205;0,0640515222482436;0,0414552230966038;0,870408219205994;0,738678646992639;0;1;0;1;1;1;1;1;1;1;1;"2020/2021"
"222";231;5;14;"1";2021-02-15;2;1;1;0;0;0,478260869565217;0,6;0,454545454545455;0,5;0,260869565217391;0,2;0,363636363636364;0,5;0,260869565217391;0,2;0,181818181818182;0;1,65217391304348;1;1,90909090909091;1;1,04347826086957;0,6;1;0;3;2;1;0;0;0,304347826086957;0,4;0,272727272727273;0,5;0,173913043478261;0;0,181818181818182;0;0,521739130434783;0,6;0,545454545454545;0,5;1,08695652173913;1,4;0,909090909090909;1;1,65217391304348;1,6;1,54545454545455;1;92;51;60;68;92;0,0634920634920635;0,0766595298285439;0,0527670527670528;0,0513620763620764;0,158142568798307;0,562208814534691;1;1;1;0;0;1;0;0;1;1;1;68;50;49;56;68;0,080952380952381;0,0480725623582767;0,0705627705627706;0,0566549852264138;1,02503777585094;0,940895807414675;1;1;1;1;1;1;1;1;1;1;1;"2020/2021"
"223";160;4;8;"X";2021-02-17;3;0;1;0;0;0,304347826086957;0,4;0,363636363636364;0,333333333333333;0,217391304347826;0,2;0,181818181818182;0,333333333333333;0,478260869565217;0,4;0,454545454545455;0,333333333333333;0,739130434782609;1,4;0,818181818181818;1,33333333333333;1,26086956521739;1,4;1,18181818181818;1,66666666666667;2;0;1;0;0;0,130434782608696;0,2;0,181818181818182;0,333333333333333;0,391304347826087;0,6;0,454545454545455;0,666666666666667;0,478260869565217;0,2;0,363636363636364;0;0,826086956521739;0,8;1,09090909090909;1,33333333333333;1,34782608695652;0,8;1,27272727272727;0,666666666666667;60;55;53;57;60;0,0620724346076459;0,055202112143762;0,0595238095238095;0,0476568405139834;0,785602332690392;0,632474756300594;0;1;0;1;0;1;0;0;1;1;1;59;45;45;59;55;0,0993740219092332;0,085293898467055;0,069047619047619;0,0627523844915149;0,424962074031491;0,493194327599756;1;1;1;1;1;1;1;1;1;1;0;"2020/2021"
"224";153;7;12;"2";2021-02-17;0;2;0;0;1;0,5;0,2;0,363636363636364;0;0,181818181818182;0,4;0,181818181818182;0,333333333333333;0,318181818181818;0,4;0,454545454545455;0,666666666666667;1,54545454545455;1,2;1,45454545454545;0,333333333333333;1,36363636363636;1,8;1,54545454545455;1,66666666666667;3;0;1;0;0;0,695652173913043;1;0,636363636363636;1;0,217391304347826;0;0,272727272727273;0;0,0869565217391304;0;0,0909090909090909;0;2;3;1,90909090909091;3,66666666666667;0,608695652173913;0,2;0,636363636363636;0,333333333333333;79;45;61;77;79;0,0515350803242645;0,0424039367842732;0,0443452380952381;0,057997557997558;1,15174449117955;0,979422460498996;1;0;1;1;0;1;0;0;1;1;1;116;61;61;116;92;0,191553544494721;0,182058935894505;0,215736886143643;0,19280620564899;0,118815456843626;0,319705440983744;0;1;0;0;1;1;1;1;1;0;1;"2020/2021"
"225";248;20;10;"1";2021-02-19;2;1;1;0;0;0,333333333333333;0,4;0,333333333333333;0,5;0,25;0,4;0,333333333333333;0,5;0,416666666666667;0,2;0,333333333333333;0;1,04166666666667;0,8;1,16666666666667;1;1,33333333333333;0,6;1,16666666666667;0,5;2;4;0;0;1;0,434782608695652;0,6;0,5;0,666666666666667;0,0869565217391304;0;0;0;0,478260869565217;0,4;0,5;0,333333333333333;1,73913043478261;2;2;2,33333333333333;1,82608695652174;1,6;2,16666666666667;2;70;53;54;60;70;0,0456294846705806;0,0530840037689353;0,0404761904761905;0,044973544973545;0,336109312965535;0,782396157095465;0;1;0;1;1;1;0;1;1;1;1;68;47;49;54;68;0,117460317460317;0,0958333333333334;0,109262607996785;0,129288668129441;1,00099248633735;0,708964173065175;1;1;1;0;1;1;1;1;1;1;1;"2020/2021"
"226";246;16;5;"X";2021-02-20;1;2;0;0;1;0,347826086956522;0;0,416666666666667;0;0,217391304347826;0;0,0833333333333333;0;0,434782608695652;1;0,5;1;1,30434782608696;0,8;1,33333333333333;0,666666666666667;1,69565217391304;3,6;1,25;2;2;0;1;0;0;0,5;0,8;0,5;1;0,25;0,2;0,166666666666667;0;0,25;0;0,333333333333333;0;1,66666666666667;1,4;1,41666666666667;1,5;1;0,2;1,08333333333333;0,5;84;45;50;64;84;0,0547619047619048;0,034958925090504;0,0467086834733894;0,0271086212262683;2,05161487906024;1,58679353731705;1;1;1;1;1;1;1;1;1;1;1;92;47;57;68;92;0,082312925170068;0,0933140765635736;0,0527670527670528;0,0336372086372086;0,113294793622662;0,461517243707762;1;0;1;0;1;1;1;1;0;1;1;"2020/2021"
"227";242;4;18;"X";2021-02-20;1;1;0;1;0;0,291666666666667;0,2;0,333333333333333;0;0,25;0,4;0,25;0,666666666666667;0,458333333333333;0,4;0,416666666666667;0,333333333333333;0,75;1;0,833333333333333;0,666666666666667;1,25;1,2;1,16666666666667;1,33333333333333;1;1;0;1;0;0,0833333333333333;0;0,0833333333333333;0;0,291666666666667;0,4;0,25;0;0,625;0,6;0,666666666666667;1;0,791666666666667;0,8;0,916666666666667;0,5;2,29166666666667;2,4;1,91666666666667;2;60;55;53;57;60;0,0216524216524217;0,0188164534569763;0,0358974358974359;0,0331908831908832;0,517735042735043;0,550469473998886;0;1;0;1;0;1;0;0;1;1;1;60;45;48;56;60;0,0426940639269406;0,0548253243458723;0,0612295664534471;0,0816777457251557;1,21077585314862;1,32843466766258;1;1;1;1;1;1;0;1;1;1;0;"2020/2021"
"228";244;11;7;"2";2021-02-20;1;3;0;0;1;0,458333333333333;0,4;0,583333333333333;0;0,291666666666667;0;0,166666666666667;0;0,25;0,6;0,25;1;1,875;1,6;1,83333333333333;0,5;1,33333333333333;2;1,16666666666667;2,5;1;3;0;0;1;0,478260869565217;0,2;0,636363636363636;0,5;0,173913043478261;0,2;0,181818181818182;0,5;0,347826086956522;0,6;0,181818181818182;0;1,52173913043478;1,2;1,63636363636364;2,5;1,43478260869565;2,2;1,18181818181818;2;126;59;74;126;93;0,0829826504245109;0,0454595791805094;0,133340305819297;0,065948652188148;1,83432264614693;1,16768331216571;1;1;1;1;1;1;1;1;1;1;1;79;48;61;77;79;0,0628339140534263;0,0422206551997493;0,0761904761904762;0,108012093726379;0,984862725578036;1,05848878253648;1;1;1;1;0;1;0;0;1;1;1;"2020/2021"
"229";243;8;15;"1";2021-02-20;1;1;0;1;0;0,125;0,2;0,0833333333333333;0;0,416666666666667;0,6;0,333333333333333;0,5;0,458333333333333;0,2;0,583333333333333;0,5;0,833333333333333;1;0,583333333333333;0;1,33333333333333;1;1,41666666666667;1;0;3;0;0;1;0,125;0,4;0,0833333333333333;0,333333333333333;0,0833333333333333;0;0,0833333333333333;0;0,791666666666667;0,6;0,833333333333333;0,666666666666667;0,625;1;0,5;0,666666666666667;1,66666666666667;1,6;1,83333333333333;1,66666666666667;59;45;45;59;55;0,0221288515406162;0,0463902124256521;0,0563146997929607;0,0473691725565789;0,411051534374306;0,783036724879547;1;1;1;1;1;1;1;1;1;1;0;56;46;50;49;56;0,0211161387631976;0,0405644639989991;0,0333333333333333;0,0181522181522182;1,56275457195359;1,24967403500538;0;1;0;0;1;0;1;1;1;0;1;"2020/2021"
"230";247;19;17;"1";2021-02-21;3;0;1;0;0;0,5;0,6;0,5;0,5;0,25;0,2;0,25;0;0,25;0,2;0,25;0,5;1,54166666666667;2;1,58333333333333;2;1,16666666666667;1,2;1,16666666666667;1,5;0;3;0;0;1;0,434782608695652;0,2;0,454545454545455;0;0,260869565217391;0;0,272727272727273;0;0,304347826086957;0,8;0,272727272727273;1;1,56521739130435;0,6;1,72727272727273;0;1,08695652173913;1,6;1,09090909090909;2;64;51;58;64;0;0,993650793650794;0,853439153439153;0,173917472480691;0,132964635407164;1,07784553923214;0,873179378958548;0;1;0;1;1;1;0;1;1;0;0;110;56;52;96;110;0,0349206349206349;0,0563557599199662;0,0214285714285714;0,0452315034540948;1,17959420498734;0,931062081459855;1;1;1;1;1;1;1;1;0;1;1;"2020/2021"
"231";240;2;9;"2";2021-02-21;0;0;0;1;0;0,5;0,4;0,5;0,5;0,136363636363636;0,2;0,1;0;0,363636363636364;0,4;0,4;0,5;1,63636363636364;1;1,9;1;1,09090909090909;1,2;1,4;1,5;3;1;1;0;0;0,583333333333333;0,4;0,666666666666667;0,333333333333333;0,166666666666667;0,4;0,25;0,666666666666667;0,25;0,2;0,0833333333333333;0;1,75;1,4;1,91666666666667;1;1,08333333333333;1;0,833333333333333;0,333333333333333;78;52;54;78;64;0,0476190476190476;0,0429850572707716;0,0539335664335664;0,0532745032745033;0,931170438789342;0,836412485599229;1;1;1;1;1;1;1;1;1;1;1;100;55;59;74;100;0,0619047619047619;0,0720834442638954;0,0714285714285714;0,0828340693002347;0,581333050910074;0,56341351985541;1;1;1;1;1;1;1;1;0;1;1;"2020/2021"
"232";239;1;12;"2";2021-02-21;4;2;1;0;0;0,416666666666667;0,4;0,416666666666667;0,5;0,166666666666667;0,2;0,25;0,5;0,416666666666667;0,4;0,333333333333333;0;1,29166666666667;1,6;1,33333333333333;2;1,04166666666667;1,2;1,08333333333333;1;3;1;1;0;0;0,708333333333333;1;0,666666666666667;1;0,208333333333333;0;0,25;0;0,0833333333333333;0;0,0833333333333333;0;2,04166666666667;2,6;2;3;0,625;0,4;0,666666666666667;0,666666666666667;113;50;54;113;0;0,0690476190476191;0,068835397406826;0,105609963806685;0,0865143341982212;0,770603943141229;0,48765131177073;1;1;0;1;1;1;0;1;1;1;0;118;61;61;118;92;0,0615384615384615;0,0766585266585267;0,064957264957265;0,110917343526039;0,284334090663205;0,332284333140101;1;1;0;1;1;1;1;1;1;1;1;"2020/2021"
"233";245;13;14;"1";2021-02-21;1;1;0;1;0;0,541666666666667;0,2;0,416666666666667;0,333333333333333;0,291666666666667;0,6;0,25;0,333333333333333;0,166666666666667;0,2;0,333333333333333;0,333333333333333;2,08333333333333;2,8;2,08333333333333;4,33333333333333;1,29166666666667;1,2;1,5;1,66666666666667;0;2;0;0;1;0,291666666666667;0,4;0,25;0,5;0,166666666666667;0;0,166666666666667;0;0,541666666666667;0,6;0,583333333333333;0,5;1,04166666666667;1,4;0,833333333333333;1;1,66666666666667;1,6;1,58333333333333;1;115;53;56;115;87;0,174619730551934;0,117462916359251;0,164363320295524;0,138449466415568;0,691541942220675;0,592674087982149;1;1;1;1;1;1;1;1;1;1;1;59;50;45;56;59;0,053968253968254;0,0971346114203257;0,045021645021645;0,0387291280148423;0,876746110914278;0,972548585151261;0;1;0;1;0;1;0;0;1;1;0;"2020/2021"
"234";241;3;6;"2";2021-02-22;0;0;0;1;0;0,208333333333333;0,4;0,0833333333333333;0,333333333333333;0,458333333333333;0,6;0,583333333333333;0,666666666666667;0,333333333333333;0;0,333333333333333;0;1,04166666666667;0,6;0,916666666666667;0,333333333333333;1,25;0,2;1,25;0;0;3;0;0;1;0,333333333333333;0,4;0,333333333333333;0,5;0,208333333333333;0;0,166666666666667;0;0,458333333333333;0,6;0,5;0,5;1,125;1;1,08333333333333;1;1,75;1,8;1,75;1,5;62;45;48;62;61;0,0477317554240631;0,0544790535499265;0,0312462731067382;0,0392525126417616;0,104875998318621;0,47624879864193;1;1;1;1;1;1;1;1;0;1;1;59;48;54;58;59;0,058974358974359;0,0491249491249491;0,0908371040723982;0,0669779086393605;1,00716744268762;1,07419637461388;0;1;1;0;0;0;1;0;1;1;1;"2020/2021"
"235";172;10;16;"1";2021-02-23;0;1;0;0;1;0,416666666666667;0,4;0,363636363636364;0,5;0,0833333333333333;0;0,181818181818182;0;0,5;0,6;0,454545454545455;0,5;1,66666666666667;1,6;1,45454545454545;1,5;1,79166666666667;1,6;1,45454545454545;1;1;1;0;1;0;0,333333333333333;0;0,272727272727273;0;0,25;0,2;0,363636363636364;0;0,416666666666667;0,8;0,363636363636364;1;1,29166666666667;0,8;1,27272727272727;1;1,66666666666667;3,2;2,18181818181818;6;69;47;50;57;69;0,0904761904761905;0,0878968253968254;0,0997387984729757;0,11783435667513;0,979661150674007;0,761852422381995;1;1;1;1;1;1;1;1;1;1;1;85;45;50;64;85;0,053968253968254;0,037270955165692;0,0285714285714286;0,0269085411942555;1,52280091295249;1,43637965689833;1;1;1;1;1;1;1;1;0;1;1;"2020/2021"
"236";254;12;19;"1";2021-02-27;1;0;1;0;0;0,72;1;0,75;1;0,2;0;0,166666666666667;0;0,08;0;0,0833333333333333;0;2;2,6;2,08333333333333;3;0,6;0,4;0,583333333333333;0;2;1;1;0;0;0,52;0,6;0,5;0,5;0,24;0,2;0,25;0,5;0,24;0,2;0,25;0;1,56;1,8;1,5;1,5;1,16;1;1,16666666666667;0,5;118;61;61;118;92;0,115522875816993;0,160396811377204;0,142483660130719;0,16460851132669;0,117605633802817;0,362671585458996;1;1;0;1;1;1;1;1;1;1;1;66;51;58;60;66;0,1;0,113938292853956;0,190716414279633;0,130376166446394;0,596868394509482;0,708349025652157;1;1;1;0;1;1;1;1;1;1;1;"2020/2021"
"237";258;18;3;"1";2021-02-27;0;0;0;1;0;0,08;0;0,0833333333333333;0;0,32;0,6;0,333333333333333;1;0,6;0,4;0,583333333333333;0;0,76;0,8;0,666666666666667;1,5;2,2;1,4;2,66666666666667;1,5;1;2;0;0;1;0,2;0,4;0,333333333333333;0,5;0,44;0,4;0,333333333333333;0,5;0,36;0,2;0,333333333333333;0;1,04;0,8;1,16666666666667;1;1,28;0,6;1,25;0,5;60;45;48;55;60;0,0470319634703196;0,0548579401319127;0,0593698175787728;0,0558204348627234;0,739113000850842;1,1647566018687;1;1;1;0;1;1;0;1;1;1;0;62;45;49;62;61;0,0482905982905983;0,0463013838013838;0,0290143964562569;0,0351941615380426;0,857496095916698;0,725246797949746;1;1;1;1;1;1;1;1;0;1;1;"2020/2021"
"238";252;10;2;"2";2021-02-27;3;0;1;0;0;0,44;0,4;0,416666666666667;0,666666666666667;0,08;0;0,166666666666667;0;0,48;0,6;0,416666666666667;0,333333333333333;1,72;1,6;1,58333333333333;2;1,72;1,4;1,33333333333333;0,666666666666667;1;2;0;0;1;0,478260869565217;0,4;0,5;0,5;0,130434782608696;0,2;0,166666666666667;0,5;0,391304347826087;0,4;0,333333333333333;0;1,60869565217391;0,8;1,41666666666667;0,5;1,1304347826087;1;0,833333333333333;0;69;47;50;57;69;0,107562038900067;0,081388719580824;0,215809794757163;0,332911108001231;0,979045702788158;0,979851332078633;1;1;1;1;1;1;1;1;1;1;1;65;53;54;59;65;0,0380952380952381;0,0396403860689575;0,0227106227106227;0,0215284715284715;0,77031414061597;0,864490477095883;0;1;1;0;1;0;1;1;1;0;1;"2020/2021"
"239";255;14;20;"X";2021-02-27;1;3;0;0;1;0,28;0,4;0,333333333333333;0,5;0,16;0;0,166666666666667;0;0,56;0,6;0,5;0,5;1,04;1,4;1,25;2;1,72;1,8;1,75;2;1;0;1;0;0;0,36;0,6;0,333333333333333;0,5;0,24;0,2;0,166666666666667;0;0,4;0,2;0,5;0,5;1,04;1;0,916666666666667;1;1,28;0,6;1,5;1;59;50;45;56;59;0,0557226399331663;0,0407477025898079;0,045021645021645;0,0335497835497836;1,10162483146969;1,13652300893937;0;1;0;1;0;1;0;0;1;1;0;70;53;54;60;70;0,0456294846705806;0,0451474958324273;0,05;0,0518518518518519;0,28274796842772;0,687234345147426;0;1;0;1;1;1;0;1;1;1;1;"2020/2021"
"240";250;6;8;"X";2021-02-28;2;1;1;0;0;0,36;0,6;0,333333333333333;0,5;0,2;0;0,25;0;0,44;0,4;0,416666666666667;0,5;1,16;1;1,16666666666667;0,5;1,72;1,4;1,75;1,5;1;0;1;0;0;0,16;0,4;0,166666666666667;0,5;0,4;0,4;0,5;0,5;0,44;0,2;0,333333333333333;0;0,84;0,8;1,08333333333333;1,5;1,28;0,6;1,25;0,5;59;48;45;58;59;0,135319935319935;0,0911603911603912;0,041025641025641;0,0736479270740848;0,731089166089166;0,905580494062124;0;1;1;0;0;0;1;0;0;1;1;59;45;45;59;55;0,0989771965124078;0,0801351683083249;0,069047619047619;0,0627523844915149;0,468612867682284;0,529002996801224;1;1;1;1;1;1;1;1;1;1;0;"2020/2021"
"241";253;9;1;"2";2021-02-28;2;1;1;0;0;0,6;0,6;0,5;0,5;0,16;0,2;0,0833333333333333;0;0,24;0,2;0,416666666666667;0,5;1,76;1,6;1,58333333333333;2;1,08;1;1,33333333333333;2;0;1;0;0;1;0,4;0,2;0,416666666666667;0;0,16;0,2;0,0833333333333333;0;0,44;0,6;0,5;1;1,24;1;1,25;0,5;1,04;1,2;1;1,5;101;55;59;73;101;0,0675736961451247;0,0796420232510458;0,0873015873015873;0,0707482993197279;0,615293259335176;0,533177313046747;1;1;1;1;1;1;1;1;1;1;1;113;50;54;113;82;0,0588888888888889;0,113614163614164;0,0780642490478556;0,0858042315591927;0,704801754274617;0,40294688957094;1;1;1;1;1;1;1;1;1;1;1;"2020/2021"
"242";257;17;4;"1";2021-02-28;1;2;0;0;1;0,416666666666667;0,2;0,416666666666667;0,5;0,25;0;0,25;0;0,333333333333333;0,8;0,333333333333333;0,5;1,54166666666667;0,6;1,41666666666667;1;1,125;1,4;1,08333333333333;0,5;0;0;0;1;0;0,28;0,2;0,25;1;0,28;0,6;0,25;0;0,44;0,2;0,5;0;0,72;1;0,666666666666667;3;1,2;0,8;1,33333333333333;0;110;56;56;95;110;0,0349206349206349;0,0560969607481235;0,0507936507936508;0,0739541036052664;1,03932365682205;0,825781786705876;1;1;1;1;1;1;1;1;1;1;1;58;56;53;57;58;0,025;0,032010582010582;0,025;0,0337742504409171;0,651825112022481;0,639238089112776;0;1;0;1;0;0;0;0;1;1;1;"2020/2021"
"243";249;5;13;"X";2021-02-28;1;1;0;1;0;0,48;0,8;0,5;1;0,28;0,2;0,333333333333333;0;0,24;0;0,166666666666667;0;1,64;1,6;1,91666666666667;2;1;0,4;0,916666666666667;0;3;1;1;0;0;0,56;0,4;0,666666666666667;0;0,28;0,6;0,333333333333333;1;0,16;0;0;0;2,12;3,2;2,08333333333333;0,5;1,28;1;1,08333333333333;0,5;92;51;57;79;92;0,0666666666666667;0,0627798127798128;0,0445945945945946;0,0241133991133991;0,252376662376662;0,497252231342911;1;1;1;0;1;1;1;1;0;1;1;116;53;56;116;87;0,215565313315167;0,140945209747963;0,181410961919437;0,104197544451782;0,527791447462494;0,443445282013893;1;1;1;1;1;1;0;1;1;1;1;"2020/2021"
"244";256;15;11;"2";2021-02-28;0;1;0;0;1;0,12;0,2;0,166666666666667;0,5;0,08;0;0,0833333333333333;0;0,8;0,8;0,75;0,5;0,6;0,6;0,75;1,5;1,64;1,6;1,5;1,5;0;2;0;0;1;0,44;0,2;0,333333333333333;0,5;0,28;0;0,416666666666667;0;0,28;0,8;0,25;0,5;1,8;1;1,91666666666667;2;1,36;2,2;1,5;2;56;46;50;56;56;0,0196078431372549;0,0542409326564924;0,00952380952380953;0,0212962962962963;1,36844953110601;1,09049862023667;0;1;0;1;1;0;1;1;1;1;1;126;59;74;126;93;0,0476190476190476;0,0395071982281285;0,0889192040452545;0,065073302048092;1,41830381779879;0,944915519233354;1;1;1;1;1;1;1;1;1;1;1;"2020/2021"
"245";251;7;16;"1";2021-03-01;2;0;1;0;0;0,5;0,4;0,333333333333333;0;0,166666666666667;0,2;0,166666666666667;0;0,333333333333333;0,4;0,5;1;1,54166666666667;1,6;1,41666666666667;0,5;1,375;1,8;1,66666666666667;2,5;0;3;0;0;1;0,32;0;0,25;0;0,24;0,2;0,333333333333333;0;0,44;0,8;0,416666666666667;1;1,24;0,8;1,16666666666667;0,666666666666667;1,72;3,6;2,25;5;79;48;61;77;79;0,0976447338630994;0,0735011273245958;0,109401137504182;0,0881732374288413;0,99731674642843;0,901599516995074;1;1;1;1;1;1;1;1;1;1;1;85;45;50;64;85;0,0379072681704261;0,144254161891629;0,00952380952380953;0,0494417798418272;0,912060858146532;0,797268802225987;1;1;1;1;1;1;1;1;0;1;1;"2020/2021"
