"";"id";"team_h";"team_a";"result";"match_day";"scored_goals_team_h";"conceded_goals_team_h";"win_team_h";"draw_team_h";"loss_team_h";"win_rate_team_h";"win_rate_last_5_team_h";"win_rate_h_team_h";"win_rate_h_last_5_team_h";"draw_rate_team_h";"draw_rate_last_5_team_h";"draw_rate_h_team_h";"draw_rate_h_last_5_team_h";"loss_rate_team_h";"loss_rate_last_5_team_h";"loss_rate_h_team_h";"loss_rate_h_last_5_team_h";"avg_scored_goals_team_h";"avg_scored_goals_last_5_team_h";"avg_scored_goals_h_team_h";"avg_scored_goals_h_last_5_team_h";"avg_conceded_goals_team_h";"avg_conceded_goals_last_5_team_h";"avg_conceded_goals_h_team_h";"avg_conceded_goals_h_last_5_team_h";"scored_goals_team_a";"conceded_goals_team_a";"win_team_a";"draw_team_a";"loss_team_a";"win_rate_team_a";"win_rate_last_5_team_a";"win_rate_a_team_a";"win_rate_a_last_5_team_a";"draw_rate_team_a";"draw_rate_last_5_team_a";"draw_rate_a_team_a";"draw_rate_a_last_5_team_a";"loss_rate_team_a";"loss_rate_last_5_team_a";"loss_rate_a_team_a";"loss_rate_a_last_5_team_a";"avg_scored_goals_team_a";"avg_scored_goals_last_5_team_a";"avg_scored_goals_a_team_a";"avg_scored_goals_a_last_5_team_a";"avg_conceded_goals_team_a";"avg_conceded_goals_last_5_team_a";"avg_conceded_goals_a_team_a";"avg_conceded_goals_a_last_5_team_a";"max_value_player_h";"max_value_position_g_player_h";"max_value_position_d_player_h";"max_value_position_m_player_h";"max_value_position_f_player_h";"avg_goals_per_hour_5_player_h";"avg_goals_per_hour_10_player_h";"avg_assists_per_hour_5_player_h";"avg_assists_per_hour_10_player_h";"avg_goals_conceded_per_hour_5_player_h";"avg_goals_conceded_per_hour_10_player_h";"most_valuable_player_playing_player_h";"most_valuable_g_player_playing_player_h";"most_valuable_f_player_playing_player_h";"most_valuable_m_player_playing_player_h";"best_goal_scorer_playing_player_h";"best_m_goal_scorer_playing_player_h";"best_f_goal_scorer_playing_player_h";"best_assists_player_playing_player_h";"best_assists_d_player_playing_player_h";"best_assists_m_player_playing_player_h";"best_assists_f_player_playing_player_h";"max_value_player_a";"max_value_position_g_player_a";"max_value_position_d_player_a";"max_value_position_m_player_a";"max_value_position_f_player_a";"avg_goals_per_hour_5_player_a";"avg_goals_per_hour_10_player_a";"avg_assists_per_hour_5_player_a";"avg_assists_per_hour_10_player_a";"avg_goals_conceded_per_hour_5_player_a";"avg_goals_conceded_per_hour_10_player_a";"most_valuable_player_playing_player_a";"most_valuable_g_player_playing_player_a";"most_valuable_f_player_playing_player_a";"most_valuable_m_player_playing_player_a";"best_goal_scorer_playing_player_a";"best_m_goal_scorer_playing_player_a";"best_f_goal_scorer_playing_player_a";"best_assists_player_playing_player_a";"best_assists_d_player_playing_player_a";"best_assists_m_player_playing_player_a";"best_assists_f_player_playing_player_a";"season"
"387";30;20;13;"2";2021-08-29;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;1;1;1;1;0;1;0;0,5;0,5;0;0;0,5;0,5;1;1;0;0;0;0;3;3;1;1;1;1;1;1;75;50;50;60;75;0;0;0;0;0,544755220157742;0,544755220157742;1;1;1;0;0;0;0;0;0;0;0;121;50;55;121;79;0,142857142857143;0,142857142857143;0,163449163449163;0,163449163449163;0,532149840364851;0,532149840364851;1;1;0;1;1;1;0;1;1;1;0;"2021/2022"
"388";34;7;17;"1";2021-09-11;2;2;0;1;0;0;0;0;0;0,666666666666667;0,666666666666667;1;1;0,333333333333333;0,333333333333333;0;0;0,666666666666667;0,666666666666667;0;0;1,66666666666667;1,66666666666667;0;0;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;69;45;45;69;64;0,0555555555555556;0,0555555555555556;0,0376756066411239;0,0376756066411239;1,03218142011245;1,03218142011245;1;1;1;1;1;1;0;1;0;1;1;123;55;51;101;123;0,0518715001473622;0,0518715001473622;0,0432050274941084;0,0432050274941084;0;0;1;1;1;1;1;1;0;1;0;1;0;"2021/2022"
"389";31;1;15;"1";2021-09-11;0;5;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;3;3;2;2;1;2;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0,333333333333333;0,333333333333333;0;0;3,33333333333333;3,33333333333333;5;5;99;49;49;63;99;0;0;0;0;2,59431540769256;2,59431540769256;1;1;1;0;0;0;0;0;0;0;0;59;45;45;55;59;0,0198412698412698;0,0198412698412698;0,0198412698412698;0,0198412698412698;2,10059651390921;2,10059651390921;1;1;1;1;1;0;1;1;0;1;0;"2021/2022"
"390";32;3;4;"2";2021-09-11;1;1;0;1;0;0,333333333333333;0,333333333333333;1;1;0,666666666666667;0,666666666666667;0;0;0;0;0;0;1;1;2;2;0,333333333333333;0,333333333333333;0;0;0;2;0;0;1;0,666666666666667;0,666666666666667;1;1;0;0;0;0;0,333333333333333;0,333333333333333;0;0;1,33333333333333;1,33333333333333;2;2;1;1;1;1;64;45;46;60;64;0,0476190476190476;0,0476190476190476;0,0317460317460318;0,0317460317460318;0,194268108825071;0,194268108825071;1;1;1;1;1;1;1;1;1;0;0;65;45;50;64;65;0,165532879818594;0,165532879818594;0,126984126984127;0,126984126984127;0,600054734537493;0,600054734537493;1;1;1;1;1;1;1;1;0;1;0;"2021/2022"
"391";37;9;12;"2";2021-09-11;2;1;1;0;0;0,666666666666667;0,666666666666667;1;1;0;0;0;0;0,333333333333333;0,333333333333333;0;0;1,33333333333333;1,33333333333333;1;1;1,66666666666667;1,66666666666667;0;0;5;0;1;0;0;0,666666666666667;0,666666666666667;0;0;0;0;0;0;0,333333333333333;0,333333333333333;1;1;3,33333333333333;3,33333333333333;0;0;0,333333333333333;0,333333333333333;1;1;105;50;55;69;105;0,0952380952380952;0,0952380952380952;0,174603174603175;0,174603174603175;1,00710038522505;1,00710038522505;1;1;1;1;1;1;1;1;1;0;1;110;60;60;110;85;0,282851817334576;0,282851817334576;0,190029671880852;0,190029671880852;0,134257047300526;0,134257047300526;0;1;1;0;1;1;1;1;1;1;1;"2021/2022"
"392";38;13;14;"1";2021-09-11;1;0;1;0;0;0,666666666666667;0,666666666666667;1;1;0,333333333333333;0,333333333333333;0;0;0;0;0;0;2,33333333333333;2,33333333333333;5;5;0,666666666666667;0,666666666666667;1;1;2;2;0;1;0;0;0;0;0;0,333333333333333;0,333333333333333;0;0;0,666666666666667;0,666666666666667;1;1;1,33333333333333;1,33333333333333;0;0;2,66666666666667;2,66666666666667;2;2;121;50;55;121;85;0,111289459604066;0,111289459604066;0,140712140712141;0,140712140712141;0,314162931404311;0,314162931404311;1;1;1;1;1;1;0;1;1;1;0;75;45;50;60;75;0,0751274868921928;0,0751274868921928;0,307692307692308;0,307692307692308;1,68982938605248;1,68982938605248;1;1;1;1;1;1;1;1;1;1;1;"2021/2022"
"393";39;16;19;"X";2021-09-11;2;2;0;1;0;0;0;0;0;0,666666666666667;0,666666666666667;1;1;0,333333333333333;0,333333333333333;0;0;1,33333333333333;1,33333333333333;1;1;2;2;1;1;2;2;0;1;0;0,666666666666667;0,666666666666667;1;1;0,333333333333333;0,333333333333333;0;0;0;0;0;0;3,33333333333333;3,33333333333333;4;4;1,66666666666667;1,66666666666667;2;2;70;45;49;65;70;0,0793650793650794;0,0793650793650794;0,0476190476190476;0,0476190476190476;2,10970237408398;2,10970237408398;1;1;1;1;1;1;1;1;0;0;1;78;50;55;64;78;0,173691140010306;0,173691140010306;0,172507569059293;0,172507569059293;0,949561761063384;0,949561761063384;1;1;1;1;1;1;1;1;1;1;1;"2021/2022"
"394";40;18;20;"2";2021-09-11;0;1;0;0;1;0,333333333333333;0,333333333333333;1;1;0;0;0;0;0,666666666666667;0,666666666666667;0;0;1;1;3;3;1,66666666666667;1,66666666666667;2;2;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;1;1;60;45;45;60;55;0,0973748473748474;0,0973748473748474;0,0402930402930403;0,0402930402930403;0,884648635095064;0,884648635095064;1;1;1;1;1;1;1;1;0;1;1;74;50;50;60;74;0;0;0;0;0,737662579403795;0,737662579403795;1;1;1;0;0;0;0;0;0;0;0;"2021/2022"
"395";33;6;2;"1";2021-09-11;1;1;0;1;0;0,666666666666667;0,666666666666667;1;1;0,333333333333333;0,333333333333333;0;0;0;0;0;0;2;2;3;3;0,333333333333333;0,333333333333333;0;0;1;1;0;1;0;0,333333333333333;0,333333333333333;0;0;0,333333333333333;0,333333333333333;0;0;0,333333333333333;0,333333333333333;1;1;1,66666666666667;1,66666666666667;2;2;1,33333333333333;1,33333333333333;3;3;115;60;60;83;115;0,112044817927171;0,112044817927171;0,0956508687005141;0,0956508687005141;0,245419130871877;0,245419130871877;1;1;1;1;1;1;1;1;1;1;0;81;55;50;64;81;0,0634920634920635;0,0634920634920635;0,0158730158730159;0,0158730158730159;0,768017087226769;0,768017087226769;1;1;1;1;1;1;1;1;0;0;1;"2021/2022"
"396";36;10;11;"2";2021-09-12;1;1;0;1;0;0;0;0;0;0,666666666666667;0,666666666666667;1;1;0,333333333333333;0,333333333333333;0;0;1,33333333333333;1,33333333333333;2;2;2,66666666666667;2,66666666666667;2;2;1;1;0;1;0;0,666666666666667;0,666666666666667;1;1;0,333333333333333;0,333333333333333;0;0;0;0;0;0;2;2;3;3;0,333333333333333;0,333333333333333;0;0;79;50;45;65;79;0,0512820512820513;0,0512820512820513;0,143589743589744;0,143589743589744;1,3697854647932;1,3697854647932;1;1;1;1;1;1;1;1;1;1;1;126;60;75;126;89;0,138546798029557;0,138546798029557;0,0793650793650794;0,0793650793650794;0,248708615866438;0,248708615866438;1;1;1;1;1;1;1;1;1;1;0;"2021/2022"
"397";35;8;5;"1";2021-09-13;2;0;1;0;0;0,666666666666667;0,666666666666667;1;1;0,333333333333333;0,333333333333333;0;0;0;0;0;0;2,33333333333333;2,33333333333333;3;3;1;1;1;1;1;1;0;1;0;0;0;0;0;0,333333333333333;0,333333333333333;0;0;0,666666666666667;0,666666666666667;1;1;0,666666666666667;0,666666666666667;0;0;1,66666666666667;1,66666666666667;2;2;82;50;55;60;82;0,12924567571761;0,12924567571761;0,16798418972332;0,16798418972332;0,556831835353646;0,556831835353646;1;1;1;0;1;1;1;1;1;1;1;69;55;50;59;69;0,0341880341880342;0,0341880341880342;0,0427350427350427;0,0427350427350427;1,38154776616315;1,38154776616315;1;1;1;1;1;0;1;1;1;1;0;"2021/2022"
"398";46;14;10;"X";2021-09-17;1;4;0;0;1;0;0;0;0;0,25;0,25;0,5;0,5;0,75;0,75;0,5;0,5;1,25;1,25;2;2;3;3;3;3;0;3;0;0;1;0;0;0;0;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;1;1;1;2,75;2,75;3;3;65;45;50;60;65;0,0802005012531328;0,0802005012531328;0,0476190476190476;0,0476190476190476;3,31874996652565;3,31874996652565;0;1;0;1;0;1;0;0;1;1;1;79;50;48;65;79;0,0357142857142857;0,0357142857142857;0,0357142857142857;0,0357142857142857;1,7526907093477;1,7526907093477;1;1;1;1;1;1;1;1;1;1;1;"2021/2022"
"399";50;20;3;"2";2021-09-18;2;0;1;0;0;0,25;0,25;0;0;0;0;0;0;0,75;0,75;1;1;0,5;0,5;0;0;0,75;0,75;1;1;0;1;0;0;1;0,25;0,25;0;0;0,5;0,5;1;1;0,25;0,25;0;0;0,75;0,75;0,5;0,5;0,5;0,5;0,5;0,5;74;50;50;60;74;0,170940170940171;0,170940170940171;0,0256410256410256;0,0256410256410256;0,5338385790911;0,5338385790911;1;1;1;0;1;0;1;1;1;0;0;64;46;46;55;64;0,0357142857142857;0,0357142857142857;0,0238095238095238;0,0238095238095238;0,556637846003843;0,556637846003843;1;1;1;0;1;1;1;1;1;0;0;"2021/2022"
"400";43;5;1;"2";2021-09-18;1;3;0;0;1;0;0;0;0;0,25;0,25;0,5;0,5;0,75;0,75;0,5;0,5;0,75;0,75;1;1;2;2;1,5;1,5;1;0;1;0;0;0,25;0,25;0;0;0;0;0;0;0,75;0,75;1;1;0,25;0,25;0;0;2,25;2,25;3,5;3,5;69;55;50;59;69;0,0357142857142857;0,0357142857142857;0,0420634920634921;0,0420634920634921;1,3214291096644;1,3214291096644;1;1;1;0;1;0;1;1;1;1;0;99;45;50;72;99;0,0158730158730159;0,0158730158730159;0,0158730158730159;0,0158730158730159;0,984615680248673;0,984615680248673;1;0;1;1;1;0;1;1;0;1;0;"2021/2022"
"401";44;11;7;"1";2021-09-18;3;0;1;0;0;0,75;0,75;0,5;0,5;0,25;0,25;0,5;0,5;0;0;0;0;2,25;2,25;1,5;1,5;0,25;0,25;0,5;0,5;3;0;1;0;0;0,25;0,25;0;0;0,5;0,5;0,5;0,5;0,25;0,25;0,5;0,5;1,25;1,25;1;1;1,25;1,25;2,5;2,5;125;60;75;125;0;0,106646825396825;0,106646825396825;0,0753968253968254;0,0753968253968254;0,143985904864229;0,143985904864229;1;1;0;1;1;1;0;1;1;1;0;69;45;45;69;65;1,47222222222222;1,47222222222222;0,0678708264915162;0,0678708264915162;0,621311638553018;0,621311638553018;1;1;1;1;1;1;1;1;0;1;1;"2021/2022"
"402";45;12;16;"X";2021-09-18;1;0;1;0;0;0,75;0,75;1;1;0;0;0;0;0,25;0,25;0;0;2,75;2,75;5;5;0,25;0,25;0;0;0;0;0;1;0;0;0;0;0;0,75;0,75;0,5;0,5;0,25;0,25;0,5;0,5;1;1;1,5;1,5;1,5;1,5;2,5;2,5;109;60;60;109;86;0,164354672975363;0,164354672975363;0,123144399460189;0,123144399460189;0,119286510590858;0,119286510590858;0;1;1;0;1;1;1;1;1;1;1;65;45;49;65;60;0,0512820512820513;0,0512820512820513;0,0128205128205128;0,0128205128205128;1,58139293098992;1,58139293098992;0;1;0;1;1;1;1;1;0;0;0;"2021/2022"
"403";47;15;18;"2";2021-09-18;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0,25;0,25;0,5;0,5;2,75;2,75;2,5;2,5;0;2;0;0;1;0,25;0,25;0;0;0;0;0;0;0,75;0,75;1;1;0,75;0,75;0;0;1,75;1,75;1,5;1,5;59;45;45;55;59;0,0148809523809524;0,0148809523809524;0,0148809523809524;0,0148809523809524;1,4102421115015;1,4102421115015;1;1;1;1;1;0;1;1;0;1;0;60;45;45;60;55;0,0786489151873767;0,0786489151873767;0,0177514792899408;0,0177514792899408;1,1539720894478;1,1539720894478;1;1;1;1;1;1;1;1;0;0;1;"2021/2022"
"404";41;2;8;"1";2021-09-18;0;3;0;0;1;0,25;0,25;0,5;0,5;0,25;0,25;0,5;0,5;0,5;0,5;0;0;1,25;1,25;1,5;1,5;1,75;1,75;0,5;0,5;3;1;1;0;0;0,75;0,75;0,5;0,5;0,25;0,25;0,5;0,5;0;0;0;0;2,5;2,5;2;2;1;1;1;1;80;40;50;64;80;0,0396825396825397;0,0396825396825397;0,234126984126984;0,234126984126984;1,4040112304991;1,4040112304991;1;0;1;1;1;1;1;1;1;1;1;75;50;54;59;75;0,0866639405590205;0,0866639405590205;0,152703274985884;0,152703274985884;0,562043728770198;0,562043728770198;0;1;0;0;1;1;0;1;1;1;1;"2021/2022"
"405";42;4;9;"1";2021-09-19;1;0;1;0;0;0,75;0,75;0,5;0,5;0;0;0;0;0,25;0,25;0,5;0,5;1,25;1,25;1;1;0,75;0,75;1;1;0;1;0;0;1;0,5;0,5;0,5;0,5;0;0;0;0;0,5;0,5;0,5;0,5;1;1;1,5;1,5;1,5;1,5;2,5;2,5;65;45;50;64;65;0,136054421768707;0,136054421768707;0,112637362637363;0,112637362637363;0,406390257252326;0,406390257252326;1;1;1;1;1;1;1;1;0;0;0;104;50;54;68;104;0,0595238095238095;0,0595238095238095;0,0119047619047619;0,0119047619047619;0,895294685459836;0,895294685459836;1;1;1;1;1;1;1;1;0;0;1;"2021/2022"
"406";49;19;13;"2";2021-09-19;0;0;0;1;0;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0;0;0;0;2,5;2,5;3;3;1,25;1,25;1,5;1,5;4;1;1;0;0;0,75;0,75;0,5;0,5;0,25;0,25;0,5;0,5;0;0;0;0;2,75;2,75;1;1;0,75;0,75;0,5;0,5;80;50;55;64;80;0,13026835500773;0,13026835500773;0,12938067679447;0,12938067679447;0,712171320797538;0,712171320797538;1;1;1;1;1;1;1;1;1;1;1;125;50;55;120;125;0,268841244362914;0,268841244362914;0,142098731384446;0,142098731384446;0,393339415724232;0,393339415724232;1;1;1;1;1;1;1;1;1;1;0;"2021/2022"
"407";48;17;6;"2";2021-09-19;0;3;0;0;1;0,75;0,75;1;1;0;0;0;0;0,25;0,25;0;0;0,75;0,75;1;1;0,75;0,75;0;0;3;0;1;0;0;0,75;0,75;0,5;0,5;0,25;0,25;0,5;0,5;0;0;0;0;2,25;2,25;1,5;1,5;0,25;0,25;0,5;0,5;123;56;52;65;123;0,0128205128205128;0,0128205128205128;0;0;1,13567943527458;1,13567943527458;1;1;1;0;0;0;0;0;0;0;0;115;60;60;83;115;0,111811391223156;0,111811391223156;0,065018315018315;0,065018315018315;0,0997600590623847;0,0997600590623847;1;1;1;1;1;1;1;1;0;1;0;"2021/2022"
"408";53;6;12;"2";2021-09-25;3;0;1;0;0;0,8;0,8;1;1;0,2;0,2;0;0;0;0;0;0;2,4;2,4;3;3;0,2;0,2;0;0;0;0;0;1;0;0,6;0,6;0,5;0,5;0,2;0,2;0;0;0,2;0,2;0,5;0,5;2,2;2,2;0,5;0,5;0,2;0,2;0,5;0,5;116;49;60;83;116;0,141628959276018;0,141628959276018;0,161286434363357;0,161286434363357;0,134665076525542;0,134665076525542;1;0;1;1;1;1;1;1;0;1;1;119;60;60;119;86;0,148282518972174;0,148282518972174;0,117647567193847;0,117647567193847;0,113460211286298;0,113460211286298;1;1;1;1;0;0;1;0;1;1;1;"2021/2022"
"409";58;13;2;"2";2021-09-25;2;1;1;0;0;0,8;0,8;1;1;0,2;0,2;0;0;0;0;0;0;2,6;2,6;4,5;4,5;0,8;0,8;1;1;3;0;1;0;0;0,4;0,4;0;0;0,2;0,2;0;0;0,4;0,4;1;1;1,6;1,6;1;1;1,4;1,4;3;3;126;50;55;120;126;0,294344704173804;0,294344704173804;0,646218667647239;0,646218667647239;0,467297180539719;0,467297180539719;1;1;1;1;1;1;1;1;1;1;0;80;55;50;64;80;0,104967320261438;0,104967320261438;0,236296296296296;0,236296296296296;0,960939786613651;0,960939786613651;1;1;1;1;1;1;1;1;1;1;1;"2021/2022"
"410";55;8;15;"1";2021-09-25;0;3;0;0;1;0,6;0,6;1;1;0,2;0,2;0;0;0,2;0,2;0;0;2;2;3;3;1,4;1,4;1;1;1;3;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0,4;0,4;0;0;2,8;2,8;3;3;60;40;54;59;60;0,0556181665264929;0,0556181665264929;0,0960386473429952;0,0960386473429952;0,976888145849817;0,976888145849817;0;0;0;0;1;1;0;1;0;1;0;59;45;45;54;59;0,0214285714285714;0,0214285714285714;0,062111801242236;0,062111801242236;1,80814847423166;1,80814847423166;1;1;1;1;1;0;1;1;0;1;0;"2021/2022"
"411";56;10;19;"2";2021-09-25;1;1;0;1;0;0;0;0;0;0,6;0,6;0,5;0,5;0,4;0,4;0,5;0,5;1;1;1;1;2,4;2,4;2,5;2,5;1;2;0;0;1;0,4;0,4;0,5;0,5;0,4;0,4;0,5;0,5;0,2;0,2;0;0;2,2;2,2;2;2;1,4;1,4;1;1;79;50;48;65;79;0,0657715166189742;0,0657715166189742;0,0952380952380952;0,0952380952380952;1,29787740939614;1,29787740939614;1;1;1;1;1;1;1;1;1;1;1;64;50;55;64;0;0,0680948562263719;0,0680948562263719;0,0673234811165846;0,0673234811165846;1,83343082432604;1,83343082432604;0;1;0;1;0;1;0;0;1;1;0;"2021/2022"
"412";57;9;5;"X";2021-09-25;1;2;0;0;1;0,4;0,4;0,5;0,5;0;0;0;0;0,6;0,6;0,5;0,5;1;1;0,5;0,5;1,6;1,6;0,5;0,5;0;1;0;0;1;0;0;0;0;0,2;0,2;0;0;0,8;0,8;1;1;0,6;0,6;0,5;0,5;1,8;1,8;2,5;2,5;104;50;55;68;104;0,0380952380952381;0,0380952380952381;0,138095238095238;0,138095238095238;1,08427002162765;1,08427002162765;1;1;1;1;1;1;1;1;1;1;1;69;55;50;60;69;0,0285714285714286;0,0285714285714286;0,0328571428571429;0,0328571428571429;1,10216149703545;1,10216149703545;1;1;1;1;1;0;1;1;1;1;0;"2021/2022"
"413";60;18;14;"X";2021-09-25;3;1;1;0;0;0,4;0,4;0,5;0,5;0;0;0;0;0,6;0,6;0,5;0,5;1,2;1,2;1,5;1,5;1,6;1,6;2;2;1;1;0;1;0;0;0;0;0;0,4;0,4;0;0;0,6;0,6;1;1;1,2;1,2;0,5;0,5;2,6;2,6;3;3;60;40;45;60;55;0,0536630036630037;0,0536630036630037;0,124624226348364;0,124624226348364;0,915234093802687;0,915234093802687;1;0;1;1;1;1;1;1;1;1;1;66;45;50;60;66;0,0567669172932331;0,0567669172932331;0,226190476190476;0,226190476190476;1,66619000466205;1,66619000466205;0;1;0;1;1;1;1;1;1;1;1;"2021/2022"
"414";52;3;11;"X";2021-09-25;2;0;1;0;0;0,4;0,4;0,5;0,5;0,4;0,4;0;0;0,2;0,2;0,5;0,5;1;1;1;1;0,4;0,4;0,5;0,5;3;0;1;0;0;0,8;0,8;1;1;0,2;0,2;0;0;0;0;0;0;2,4;2,4;3;3;0,2;0,2;0;0;63;46;46;55;63;0,0476190476190476;0,0476190476190476;0,0285714285714286;0,0285714285714286;0,318291318749634;0,318291318749634;1;1;1;0;1;1;1;1;1;0;1;125;60;65;125;49;0,141836734693878;0,141836734693878;0,0714285714285714;0,0714285714285714;0,0646771037181996;0,0646771037181996;1;1;0;1;1;1;0;1;0;1;0;"2021/2022"
"415";59;16;20;"2";2021-09-26;0;0;0;1;0;0;0;0;0;0,8;0,8;1;1;0,2;0,2;0;0;0,8;0,8;0,5;0,5;1,2;1,2;0,5;0,5;0;2;0;0;1;0,2;0,2;0,5;0,5;0;0;0;0;0,8;0,8;0,5;0,5;0,4;0,4;1;1;1;1;0,5;0,5;70;45;49;64;70;0,0349206349206349;0,0349206349206349;0,0333333333333333;0,0333333333333333;0,719574252267028;0,719574252267028;1;1;1;1;1;1;1;1;0;0;1;74;50;50;60;74;0,0793650793650794;0,0793650793650794;0,0190476190476191;0,0190476190476191;0,621768871884024;0,621768871884024;1;1;1;0;1;0;1;1;1;0;0;"2021/2022"
"416";51;1;17;"1";2021-09-26;1;0;1;0;0;0,4;0,4;0,5;0,5;0;0;0;0;0,6;0,6;0,5;0,5;0,4;0,4;0,5;0,5;1,8;1,8;1;1;0;3;0;0;1;0,6;0,6;0,5;0,5;0;0;0;0;0,4;0,4;0,5;0,5;0,6;0,6;0,5;0,5;1,2;1,2;1,5;1,5;99;45;50;72;99;0,0277777777777778;0,0277777777777778;0,0214285714285714;0,0214285714285714;0,649815009640045;0,649815009640045;1;0;1;1;1;1;1;1;0;1;0;122;56;52;100;122;0,033743842364532;0,033743842364532;0;0;1,03553680568589;1,03553680568589;1;1;1;1;1;1;0;1;0;0;0;"2021/2022"
"417";54;7;4;"X";2021-09-27;0;3;0;0;1;0,2;0,2;0,5;0,5;0,4;0,4;0,5;0,5;0,4;0,4;0;0;1;1;1,5;1,5;1,6;1,6;0;0;2;1;1;0;0;0,8;0,8;1;1;0;0;0;0;0,2;0,2;0;0;1,4;1,4;1,5;1,5;0,8;0,8;0,5;0,5;69;45;45;69;65;0,747619047619048;0,747619047619048;0,0527093596059113;0,0527093596059113;1,47442678229883;1,47442678229883;1;1;1;1;1;1;1;1;0;1;1;65;45;50;64;65;0,0778467908902692;0,0778467908902692;0,0761904761904762;0,0761904761904762;0,448179077158112;0,448179077158112;1;1;1;1;1;1;1;1;1;0;0;"2021/2022"
"418";67;13;8;"X";2021-10-02;0;1;0;0;1;0,666666666666667;0,6;0,666666666666667;0,5;0,166666666666667;0,2;0;0;0,166666666666667;0,2;0,333333333333333;0,5;2,16666666666667;1,6;3;2;0,833333333333333;0,8;1;1;2;0;1;0;0;0,666666666666667;0,6;0,333333333333333;0,333333333333333;0,166666666666667;0,2;0,333333333333333;0,333333333333333;0,166666666666667;0,2;0,333333333333333;0,333333333333333;2;1,8;1,33333333333333;1,33333333333333;1,16666666666667;1,2;1,66666666666667;1,66666666666667;127;50;55;119;127;0,0769777573950929;0,113354480368927;0,0602040816326531;0,106637249494392;0,814553267583895;0,820025891389012;1;1;1;1;1;1;1;1;1;1;0;60;50;54;59;60;0,0710194641355281;0,0671193947161147;0,067595818815331;0,102396101600768;0,680792758799221;0,617257055412254;0;1;0;0;1;1;0;1;0;1;0;"2021/2022"
"419";62;5;15;"X";2021-10-02;2;2;0;1;0;0;0;0;0;0,333333333333333;0,4;0,333333333333333;0,5;0,666666666666667;0,6;0,666666666666667;0,5;0,833333333333333;0,8;0,666666666666667;0,5;1,83333333333333;1,8;1,33333333333333;1;0;2;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0,333333333333333;0,4;0;0;2,66666666666667;2,6;2,66666666666667;2,66666666666667;68;54;50;60;68;0,0666666666666667;0,0714285714285714;0,0473359073359073;0,0480909480909481;1,20560108535876;1,23481758461564;1;1;1;1;1;1;1;1;1;1;1;59;45;45;54;59;0,0214285714285714;0,0178571428571429;0,0459368530020704;0,0429606625258799;1,75815287574583;1,76455998017309;1;1;1;1;1;0;1;1;0;1;0;"2021/2022"
"420";63;6;16;"1";2021-10-02;0;1;0;0;1;0,666666666666667;0,6;0,666666666666667;0,5;0,166666666666667;0,2;0;0;0,166666666666667;0,2;0,333333333333333;0,5;2;1,8;2;1,5;0,333333333333333;0,4;0,333333333333333;0,5;0;1;0;0;1;0;0;0;0;0,666666666666667;0,8;0,666666666666667;1;0,333333333333333;0,2;0,333333333333333;0;0,666666666666667;0,6;1;1;1,16666666666667;0,8;1,66666666666667;1;116;60;60;82;116;0,118253968253968;0,116339869281046;0,161378042761021;0,136776816564051;0,275609932816267;0,238254780958394;1;1;1;1;1;1;1;1;1;1;1;69;45;48;64;69;0,0214285714285714;0,0277777777777778;0,0214285714285714;0,026984126984127;0,526618540022067;0,658523212718294;1;1;1;1;1;1;1;1;0;0;1;"2021/2022"
"421";65;10;18;"1";2021-10-02;1;2;0;0;1;0;0;0;0;0,5;0,6;0,333333333333333;0,333333333333333;0,5;0,4;0,666666666666667;0,666666666666667;1;1;1;1;2,33333333333333;1,8;2,33333333333333;2,33333333333333;1;1;0;1;0;0,333333333333333;0,2;0,333333333333333;0,333333333333333;0,166666666666667;0,2;0;0;0,5;0,6;0,666666666666667;0,666666666666667;1,16666666666667;0,8;1;1;1,5;1,4;1,33333333333333;1,33333333333333;65;50;48;65;63;0,0593289395881619;0,0474230267350905;0,0682539682539683;0,0706349206349206;1,08362409966401;1,30510933041954;0;1;0;1;1;1;0;1;1;1;0;62;40;45;62;55;0,0377777777777778;0,0491452991452992;0,0611494252873563;0,0816622458001768;0,698303250621006;0,694665289689186;1;0;1;1;1;1;1;1;1;1;1;"2021/2022"
